anchor,positive,negative,label
augmentedv2_images\ms_019_1_aug_1.jpg,augmentedv2_images\ms_067_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-78-F.jpg,none
augmentedv2_images\ms_007_1_aug_1.jpg,augmentedv2_images\ms_033_2_aug_2.jpg,augmentedv2_images\FMS-8-M_aug_1.jpg,none
augmentedv2_images\FMD-116-M_aug_1.jpg,augmentedv2_images\FMD-116-D_aug_2.jpg,augmentedv2_images\FMSD-161-M_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ashanti\Ashanti_0003.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ashanti\Ashanti_0004.jpg,augmentedv2_images\FMD-30-M_aug_1.jpg,similar face
augmentedv2_images\FMS-207-M_aug_1.jpg,augmentedv2_images\FMS-207-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-81-F.jpg,mother-son
augmentedv2_images\fs_092_1_aug_1.jpg,augmentedv2_images\fs_092_2_aug_2.jpg,augmentedv2_images\FMSD-40-M_aug_1.jpg,father-son
augmentedv2_images\fd_192_1_aug_1.jpg,augmentedv2_images\fd_192_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_063_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-79-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-79-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ariel_Sharon\Ariel_Sharon_0028.jpg,father-son
augmentedv2_images\Colin_Powell_0034_aug_1.jpg,augmentedv2_images\Colin_Powell_0214_aug_2.jpg,augmentedv2_images\FMSD-120-F_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_245_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_245_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-44-F.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-18-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-18-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ariel_Sharon\Ariel_Sharon_0003.jpg,mother-dau
augmentedv2_images\ms_133_1_aug_1.jpg,augmentedv2_images\ms_133_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-65-F.jpg,mother-son
augmentedv2_images\fd_197_1_aug_1.jpg,augmentedv2_images\fd_197_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Carlos_Menem\Carlos_Menem_0009.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_123_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_123_2.jpg,augmentedv2_images\fs_171_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-98-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-98-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_121_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0011.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0050.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-250-M.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_045_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_184_2.jpg,augmentedv2_images\FMSD-115-F_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-66-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-66-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_102_1.jpg,father-son
augmentedv2_images\Colin_Powell_0019_aug_1.jpg,augmentedv2_images\Colin_Powell_0125_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-4-M.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_098.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Children/Child_098.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-220-M.jpg,father-son
augmentedv2_images\Amer_al-Saadi_0001_aug_1.jpg,augmentedv2_images\Amer_al-Saadi_0003_aug_2.jpg,augmentedv2_images\ms_179_1_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Alvaro_Uribe\Alvaro_Uribe_0020.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Alvaro_Uribe\Alvaro_Uribe_0035.jpg,augmentedv2_images\fs_171_1_aug_1.jpg,similar face
augmentedv2_images\fd_188_1_aug_1.jpg,augmentedv2_images\fd_069_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-82-M.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-88-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-88-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-137-M.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_052_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_052_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_183_1.jpg,mother-dau
augmentedv2_images\fs_156_1_aug_1.jpg,augmentedv2_images\fs_075_2_aug_2.jpg,augmentedv2_images\FMS-89-F_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-7-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-7-D.jpg,augmentedv2_images\FMS-103-F_aug_1.jpg,father-dau
augmentedv2_images\FMSD-50-F_aug_1.jpg,augmentedv2_images\FMSD-50-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_154_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_121_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_116_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_064_1.jpg,none
augmentedv2_images\FMSD-160-F_aug_1.jpg,augmentedv2_images\FMSD-160-S_aug_2.jpg,augmentedv2_images\FMD-256-M_aug_1.jpg,father-son
augmentedv2_images\fd_015_1_aug_1.jpg,augmentedv2_images\fd_015_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_221_1.jpg,father-dau
augmentedv2_images\fd_095_1_aug_1.jpg,augmentedv2_images\fd_097_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-116-M.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-18-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-18-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-124-M.jpg,father-dau
augmentedv2_images\FMD-198-F_aug_1.jpg,augmentedv2_images\FMD-198-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_025_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-171-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-171-D.jpg,augmentedv2_images\Arnold_Schwarzenegger_0002_aug_1.jpg,mother-dau
augmentedv2_images\FMS-150-F_aug_1.jpg,augmentedv2_images\FMS-150-S_aug_2.jpg,augmentedv2_images\FMSD-222-M_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-194-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-194-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-166-M.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-165-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-165-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_193_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-190-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-190-D.jpg,augmentedv2_images\Atal_Bihari_Vajpayee_0004_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-254-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-254-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-86-M.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-268-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-268-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_067.jpg,mother-dau
augmentedv2_images\fd_136_1_aug_1.jpg,augmentedv2_images\fd_136_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_137_1.jpg,father-dau
augmentedv2_images\Colin_Powell_0072_aug_1.jpg,augmentedv2_images\Colin_Powell_0104_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_112_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-61-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-61-S.jpg,augmentedv2_images\FMSD-210-F_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_020_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_020_2.jpg,augmentedv2_images\md_135_1_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_131_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_131_2.jpg,augmentedv2_images\md_076_1_aug_1.jpg,mother-son
augmentedv2_images\ms_210_1_aug_1.jpg,augmentedv2_images\ms_210_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_010_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_044_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_053_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0052.jpg,none
augmentedv2_images\FMS-58-M_aug_1.jpg,augmentedv2_images\FMS-58-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_183_1.jpg,mother-son
augmentedv2_images\FMSD-164-M_aug_1.jpg,augmentedv2_images\FMSD-164-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_243_1.jpg,mother-son
augmentedv2_images\FMD-263-F_aug_1.jpg,augmentedv2_images\FMD-263-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_208_1.jpg,father-dau
augmentedv2_images\fs_142_1_aug_1.jpg,augmentedv2_images\fs_142_2_aug_2.jpg,augmentedv2_images\Ana_Palacio_0003_aug_1.jpg,father-son
augmentedv2_images\FMS-9-F_aug_1.jpg,augmentedv2_images\FMS-9-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-199-F.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_035_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_035_2.jpg,augmentedv2_images\Albert_Costa_0001_aug_1.jpg,father-son
augmentedv2_images\FMD-59-M_aug_1.jpg,augmentedv2_images\FMD-59-D_aug_2.jpg,augmentedv2_images\ms_022_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_166_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_162_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-157-F.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_132_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_113_2.jpg,augmentedv2_images\fs_242_1_aug_1.jpg,none
augmentedv2_images\md_124_1_aug_1.jpg,augmentedv2_images\md_124_2_aug_2.jpg,augmentedv2_images\fd_048_1_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_246_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_038_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_182_1.jpg,none
augmentedv2_images\Colin_Powell_0032_aug_1.jpg,augmentedv2_images\Colin_Powell_0037_aug_2.jpg,augmentedv2_images\FMSD-128-F_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0067.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0105.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-144-F.jpg,similar face
augmentedv2_images\FMD-87-M_aug_1.jpg,augmentedv2_images\FMD-87-D_aug_2.jpg,augmentedv2_images\FMS-123-M_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-95-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-95-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-204-M.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-74-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-74-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_001_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0019.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0184.jpg,augmentedv2_images\FMSD-106-M_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0072.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0075.jpg,augmentedv2_images\FMD-43-M_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-111-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-111-D.jpg,augmentedv2_images\ms_005_1_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-109-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-109-D.jpg,augmentedv2_images\md_094_1_aug_1.jpg,father-dau
augmentedv2_images\fd_089_1_aug_1.jpg,augmentedv2_images\fd_100_2_aug_2.jpg,augmentedv2_images\ms_186_1_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_229_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_229_2.jpg,augmentedv2_images\FMS-281-F_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_099_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_099_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_132_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-146-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-146-S.jpg,augmentedv2_images\FMD-209-M_aug_1.jpg,father-son
augmentedv2_images\ms_050_1_aug_1.jpg,augmentedv2_images\ms_050_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-48-M.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ariel_Sharon\Ariel_Sharon_0053.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ariel_Sharon\Ariel_Sharon_0069.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-35-F.jpg,similar face
augmentedv2_images\md_087_1_aug_1.jpg,augmentedv2_images\md_202_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Al_Sharpton\Al_Sharpton_0003.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_085_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_085_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-175-F.jpg,father-dau
augmentedv2_images\ms_046_1_aug_1.jpg,augmentedv2_images\ms_046_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Bill_Simon\Bill_Simon_0001.jpg,mother-son
augmentedv2_images\FMSD-182-M_aug_1.jpg,augmentedv2_images\FMSD-182-S_aug_2.jpg,augmentedv2_images\md_214_1_aug_1.jpg,mother-son
augmentedv2_images\fd_204_1_aug_1.jpg,augmentedv2_images\fd_204_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_082_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-100-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-100-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-113-F.jpg,mother-dau
augmentedv2_images\FMD-120-M_aug_1.jpg,augmentedv2_images\FMD-120-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_082.jpg,mother-dau
augmentedv2_images\FMSD-67-F_aug_1.jpg,augmentedv2_images\FMSD-67-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_041_1.jpg,father-dau
augmentedv2_images\FMSD-10-F_aug_1.jpg,augmentedv2_images\FMSD-10-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_057_1.jpg,father-dau
augmentedv2_images\FMSD-158-F_aug_1.jpg,augmentedv2_images\FMSD-158-S_aug_2.jpg,augmentedv2_images\fd_249_1_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_219_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_219_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Bill_Clinton\Bill_Clinton_0006.jpg,father-son
augmentedv2_images\fd_230_1_aug_1.jpg,augmentedv2_images\fd_207_2_aug_2.jpg,augmentedv2_images\FMSD-176-F_aug_1.jpg,none
augmentedv2_images\FMS-60-F_aug_1.jpg,augmentedv2_images\FMS-60-S_aug_2.jpg,augmentedv2_images\md_246_1_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_143_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_143_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-118-F.jpg,father-dau
augmentedv2_images\FMD-9-M_aug_1.jpg,augmentedv2_images\FMD-9-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_230_1.jpg,mother-dau
augmentedv2_images\fs_053_1_aug_1.jpg,augmentedv2_images\fs_188_2_aug_2.jpg,augmentedv2_images\FMSD-224-M_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0050.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0143.jpg,augmentedv2_images\FMSD-13-F_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-9-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-9-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0062.jpg,father-son
augmentedv2_images\FMSD-186-M_aug_1.jpg,augmentedv2_images\FMSD-186-S_aug_2.jpg,augmentedv2_images\FMS-177-F_aug_1.jpg,mother-son
augmentedv2_images\FMS-130-F_aug_1.jpg,augmentedv2_images\FMS-130-S_aug_2.jpg,augmentedv2_images\FMSD-223-M_aug_1.jpg,father-son
augmentedv2_images\md_125_1_aug_1.jpg,augmentedv2_images\md_125_2_aug_2.jpg,augmentedv2_images\Colin_Powell_0028_aug_1.jpg,mother-dau
